name,hp,atk,def,spa,spd,spe,weight,height,formats,generation,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes
Golisopod,75,125,140,60,90,40,108.0,2.0,RU,SM,3,3,0,5,0,0,2,2,3,0,0,0,0,2,4,2,1,0,0,1,14,13,9,6,1,1,12,12,9,2.0,11,9,9,9,7,5,4,8,8,8,8,7,3.0,3.0,2.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,RU,1
Mimikyu,55,90,80,50,105,96,0.7,0.2,RU,SM,3,2,0,0,1,3,2,12,0,0,1,0,0,0,4,2,2,0,0,2,6,6,4,3,2,1,6,6,5,2.0,7,7,7,7,7,5,0,8,7,7,7,6,3.0,2.0,1.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,RU,1
Dhelmise,70,131,100,86,90,40,210.0,3.9,NU,SM,2,5,0,4,0,2,2,7,0,1,1,0,0,2,4,0,2,0,0,2,13,12,10,8,5,3,10,10,8,4.0,8,8,8,8,8,3,2,6,6,6,6,6,2.0,2.0,1.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,NU,0
Kommo-o,75,110,125,100,105,85,78.2,1.6,UU,SM,4,4,1,7,0,0,2,1,2,0,0,0,0,0,5,0,2,0,0,0,21,20,14,12,6,2,15,15,12,3.0,8,7,7,6,6,5,3,7,7,7,7,5,3.0,3.0,3.0,1.0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,1,UU,2
Solgaleo,137,137,107,113,89,97,230.0,3.4,Uber,SM,6,4,0,8,1,1,2,10,0,0,0,0,1,2,3,0,0,0,0,2,17,17,14,12,8,3,10,10,10,5.0,13,12,12,11,10,9,4,7,7,7,7,6,6.0,6.0,4.0,2.0,1.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,Uber,4
Lunala,137,113,89,137,107,97,120.0,4.0,Uber,SM,6,0,2,2,0,2,2,6,0,1,1,0,1,0,3,0,0,1,0,2,6,6,5,2,1,1,4,4,3,3.0,15,13,13,13,12,11,3,9,9,9,9,8,5.0,5.0,3.0,1.0,1.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,4
Nihilego,109,53,47,127,131,103,55.5,1.2,UU,SM,4,3,1,5,1,0,2,2,2,0,0,0,0,2,3,0,0,0,0,2,9,9,5,5,2,0,6,6,6,2.0,11,11,11,11,11,10,4,7,7,7,7,5,1.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,UU,2
Buzzwole,107,139,139,53,53,79,333.6,2.4,UU,SM,4,3,1,5,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,0,25,24,17,11,6,3,12,12,12,3.0,0,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,UU,2
Pheromosa,71,137,37,137,37,151,25.0,1.8,Uber,SM,6,3,1,5,0,0,2,0,0,1,0,0,3,0,5,0,0,1,0,1,13,12,9,7,4,2,9,8,8,3.0,5,3,3,3,2,2,1,5,5,5,5,4,3.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,4
Xurkitree,83,89,71,173,71,83,100.0,3.8,RU,SM,3,1,0,3,0,0,1,2,0,0,0,0,3,0,3,0,0,0,0,2,4,4,2,2,1,1,4,4,3,2.0,6,6,6,6,6,4,0,4,4,4,4,4,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,RU,1
Celesteela,97,101,103,107,101,61,999.9,9.2,UU,SM,4,2,0,6,2,2,2,16,0,0,0,0,0,0,3,0,2,0,0,1,15,15,11,7,5,1,10,10,9,4.0,7,7,7,6,6,3,2,6,6,6,6,4,3.0,3.0,2.0,2.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,UU,2
Kartana,59,181,131,59,31,109,0.1,0.3,OU,SM,5,1,1,8,1,1,2,11,0,1,0,0,0,2,4,2,2,0,0,2,6,5,4,2,2,1,8,8,4,1.0,2,2,2,1,1,1,0,3,3,3,3,1,1.0,1.0,1.0,1.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,OU,3
Necrozma,97,107,101,127,89,79,230.0,2.4,RU,SM,3,3,0,2,0,0,1,-1,2,0,0,0,0,2,4,0,0,1,0,1,15,14,11,7,3,1,11,11,8,2.0,12,11,10,9,8,6,2,9,9,9,9,8,2.0,2.0,2.0,2.0,2.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,RU,1
Necrozma-Dusk Mane,97,157,127,113,109,77,460.0,3.8,Uber,SM,6,4,0,8,1,1,2,10,2,0,0,0,0,2,4,0,0,1,0,1,15,14,11,7,3,1,11,11,8,2.0,12,11,10,9,8,6,2,9,9,9,9,8,2.0,2.0,2.0,2.0,2.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,4
Necrozma-Dawn Wings,97,113,109,157,127,77,350.0,4.2,Uber,SM,6,0,2,2,0,2,2,6,2,0,1,0,0,2,4,0,0,1,0,1,15,14,11,7,3,1,11,11,8,2.0,12,11,10,9,8,6,2,9,9,9,9,8,2.0,2.0,2.0,2.0,2.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,4
Magearna,80,95,115,130,115,65,80.5,1.0,Uber,SM,6,2,0,8,1,2,2,16,0,0,0,1,3,0,4,0,1,0,0,2,5,4,3,2,1,0,5,4,4,2.0,12,12,11,9,9,5,1,9,9,9,9,8,4.0,4.0,4.0,2.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Uber,4
Marshadow,90,125,80,90,90,125,22.2,0.7,Uber,SM,6,4,0,2,1,2,2,8,0,0,1,0,0,2,3,3,2,0,0,0,24,23,15,11,5,2,14,14,13,4.0,5,5,5,5,5,3,0,3,3,3,3,3,2.0,2.0,2.0,1.0,1.0,3,1,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,Uber,4
Naganadel,73,73,73,127,73,121,150.0,3.6,Uber,SM,6,4,0,6,1,0,2,4,3,0,0,0,3,0,4,0,1,0,0,0,13,13,10,7,2,0,8,8,7,4.0,12,12,12,11,9,8,5,8,8,8,8,6,3.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,4
Stakataka,61,131,211,53,101,13,820.0,5.5,RU,SM,3,1,2,6,2,1,2,9,2,0,0,0,0,0,3,0,0,0,0,0,16,16,11,8,5,1,7,7,6,3.0,2,2,2,1,1,0,0,3,2,2,2,1,1.0,1.0,1.0,1.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,RU,1
Zeraora,88,112,75,102,80,143,44.5,1.5,OU,SM,5,1,0,3,0,0,1,2,0,0,0,0,3,2,3,1,2,0,0,2,15,14,9,6,2,1,9,9,9,3.0,7,7,7,7,6,5,0,4,4,4,4,3,3.0,3.0,2.0,1.0,1.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,OU,3
Melmetal,135,143,143,80,65,34,800.0,2.5,OU,SM,5,3,0,10,0,1,1,11,0,0,0,0,0,0,2,0,0,0,0,2,16,15,10,7,5,1,8,8,8,3.0,6,6,6,5,5,4,1,4,4,4,4,4,3.0,3.0,2.0,2.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,OU,3
Weezing-Galar,65,90,120,85,70,60,16.0,3.0,RU,SS,3,3,0,3,2,1,2,8,1,1,0,1,0,1,2,0,0,0,1,2,5,5,3,2,2,0,4,3,2,1.0,12,12,12,12,11,9,5,9,8,8,8,7,4.0,4.0,4.0,1.0,1.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,88.88888888888889,1,RU,1
Articuno-Galar,90,85,85,125,100,95,50.9,1.7,NU,SS,2,5,0,2,1,1,2,3,0,0,2,0,3,0,3,0,0,1,0,3,4,4,3,2,1,1,4,4,2,2.0,8,7,6,6,6,5,2,5,5,5,5,4,3.0,3.0,2.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,NU,0
Moltres-Galar,90,85,90,100,125,90,66.0,2.0,UU,SS,4,4,0,3,0,2,2,7,0,0,0,0,3,0,4,2,0,0,0,3,5,5,3,3,2,1,4,4,3,2.0,7,6,6,6,5,3,1,5,5,5,5,4,2.0,2.0,1.0,1.0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,UU,2
Slowking-Galar,95,65,80,110,110,30,79.5,1.8,OU,SS,5,3,0,3,1,0,2,2,0,0,0,0,0,0,4,0,2,2,0,2,8,7,4,4,3,1,8,8,8,1.0,20,18,17,16,16,13,8,10,10,10,10,9,7.0,7.0,4.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,OU,3
Darmanitan-Galar,105,140,55,30,55,95,120.0,1.7,Uber,SS,6,4,0,1,0,0,1,-3,0,0,0,0,3,0,3,0,0,0,0,1,20,19,14,9,6,3,9,9,9,3.0,10,9,9,9,8,7,4,5,5,5,5,5,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,1,Uber,4
Rillaboom,100,125,90,60,70,85,90.0,2.1,OU,SS,5,5,0,4,0,0,1,-1,0,0,0,0,3,2,4,1,2,0,1,2,14,13,9,4,4,2,6,6,5,3.0,8,7,7,7,6,4,2,5,5,5,5,4,3.0,3.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,50.0,0,OU,3
Cinderace,80,116,75,65,75,119,33.0,1.4,Uber,SS,6,3,0,6,0,0,1,3,0,0,0,0,3,0,3,2,0,0,0,0,10,10,6,3,1,1,8,8,7,4.0,7,7,7,7,5,4,2,6,6,6,6,4,3.0,3.0,3.0,1.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Uber,4
Inteleon,70,85,65,125,65,120,45.2,1.9,NU,SS,2,2,0,4,0,0,1,2,0,0,0,0,3,0,4,2,0,0,0,2,7,7,6,3,2,1,6,5,3,1.0,9,7,7,7,7,4,3,7,7,7,7,5,3.0,3.0,2.0,2.0,2.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,NU,0
Corviknight,98,87,105,53,85,67,75.0,2.2,OU,SS,5,2,0,6,2,2,2,16,0,1,0,0,3,0,4,0,0,1,0,3,8,8,5,5,3,1,5,5,4,2.0,4,4,4,3,3,2,1,3,3,3,3,3,3.0,3.0,2.0,2.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,73.33333333333333,73.33333333333333,0,OU,3
Barraskewda,61,123,60,60,50,136,30.0,1.3,RU,SS,3,2,0,4,0,0,1,2,0,0,0,0,3,0,3,2,0,0,0,5,13,12,10,7,4,1,10,9,8,2.0,3,3,3,3,3,2,2,2,2,2,2,2,2.0,2.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,RU,1
Toxtricity,75,98,70,114,70,75,40.0,1.6,RU,SS,3,1,1,8,0,0,2,5,0,0,0,0,3,0,4,3,2,0,0,2,6,6,4,4,0,0,5,5,5,2.0,10,9,8,8,7,7,3,6,5,5,5,3,3.0,3.0,2.0,1.0,1.0,3,1,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,1,RU,1
Hatterene,57,90,95,136,103,29,5.1,2.1,UU,SS,4,3,0,1,1,1,2,4,0,2,0,1,0,0,4,0,2,0,0,2,5,5,4,2,2,1,6,6,3,2.0,8,8,7,7,7,5,2,7,7,7,7,5,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,33.33333333333333,0,UU,2
Grimmsnarl,95,120,65,95,75,60,61.0,1.5,UU,SS,4,3,0,1,1,2,2,8,0,0,0,0,0,0,4,3,2,0,0,0,18,17,12,9,7,1,10,10,9,3.0,3,3,3,3,3,2,0,5,5,5,5,4,2.0,2.0,2.0,1.0,1.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,UU,2
Obstagoon,93,90,101,60,81,95,46.0,1.6,RU,SS,3,2,1,1,0,2,2,5,0,0,2,0,2,2,5,0,0,0,0,2,13,12,6,5,3,1,12,12,11,3.0,10,7,7,7,6,3,1,7,7,7,7,5,3.0,3.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,RU,1
Sirfetch'd,62,135,95,68,82,65,117.0,0.8,NU,SS,2,3,0,3,0,0,1,0,0,1,0,0,0,2,4,2,0,0,0,2,11,10,7,6,3,3,8,8,6,3.0,0,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,NU,0
Copperajah,122,130,69,80,69,30,650.0,3.0,NU,SS,2,3,0,10,0,1,1,11,2,0,0,0,0,0,2,0,0,0,0,0,18,17,13,11,7,2,10,10,9,5.0,4,4,4,3,2,1,0,5,5,5,5,4,3.0,3.0,3.0,2.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,0,NU,0
Arctozolt,90,100,90,90,80,55,150.0,2.3,NU,SS,2,4,0,3,0,0,2,-1,0,0,0,0,0,0,3,0,0,0,0,5,13,13,8,6,3,2,8,8,6,1.0,10,7,7,7,7,6,3,5,5,5,5,4,4.0,4.0,1.0,1.0,1.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,1,NU,0
Dracovish,90,90,100,70,80,75,215.0,2.3,Uber,SS,6,2,0,1,2,0,2,3,0,0,0,0,0,0,3,0,1,0,0,5,16,16,11,9,4,1,9,9,8,2.0,6,6,6,5,5,4,3,5,5,5,5,4,3.0,3.0,2.0,1.0,1.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,Uber,4
Dragapult,88,120,75,100,75,142,50.0,3.0,OU,SS,5,5,0,6,0,2,2,9,0,0,1,0,3,0,4,2,0,0,0,2,9,9,6,5,2,0,8,8,6,2.0,12,12,12,10,10,8,5,7,6,6,6,6,5.0,5.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,OU,3
Zamazenta,92,130,115,80,115,138,210.0,2.9,Uber,SS,6,3,0,3,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,10,10,9,6,4,1,10,10,8,2.0,7,6,6,5,4,3,1,5,5,5,5,4,3.0,3.0,3.0,2.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1,Uber,4
Zamazenta-Crowned,92,130,145,80,145,128,785.0,2.9,Uber,SS,6,3,0,6,2,1,2,11,0,0,0,0,0,0,3,1,0,0,0,1,10,10,9,6,4,1,10,10,8,2.0,7,6,6,5,4,3,1,5,5,5,5,4,3.0,3.0,3.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1,Uber,4
Eternatus,140,85,95,145,95,130,950.0,20.0,Uber,SS,6,4,0,6,1,0,2,4,1,0,0,0,0,0,4,0,0,1,0,1,4,4,2,2,0,0,5,5,3,1.0,8,8,8,7,7,5,5,6,6,6,6,6,2.0,2.0,2.0,1.0,1.0,2,1,1.0,1.0,1.0,0.0,0.0,0.0,73.33333333333333,73.33333333333333,0,Uber,4
Urshifu,100,130,100,63,60,97,105.0,1.9,Uber,SS,6,2,1,2,1,1,2,4,0,0,0,0,3,0,3,2,2,0,0,0,25,24,15,13,7,1,12,12,11,2.0,4,4,4,4,3,2,0,3,3,3,3,2,1.0,1.0,1.0,0.0,0.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1,Uber,4
Urshifu-Rapid-Strike,100,130,100,63,60,97,105.0,1.9,OU,SS,5,5,0,7,0,0,2,2,0,0,0,0,3,0,3,2,2,0,0,0,21,20,12,9,4,1,12,12,11,2.0,3,3,3,3,3,3,1,3,3,3,3,2,1.0,1.0,1.0,0.0,0.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1,OU,3
Zarude,105,120,105,70,95,105,70.0,1.8,RU,SS,3,6,1,6,0,1,2,2,0,0,0,2,3,0,4,0,2,0,0,2,16,15,10,6,4,2,8,8,7,3.0,5,4,4,4,3,0,0,4,4,4,4,3,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,RU,1
Regieleki,80,100,50,100,50,200,145.0,1.2,OU,SS,5,1,0,3,0,0,1,2,0,1,0,0,3,0,3,2,0,0,0,2,7,7,4,2,1,0,4,4,3,1.0,2,2,2,2,2,2,0,3,3,3,3,2,2.0,2.0,2.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,OU,3
Regidrago,200,100,50,100,50,80,200.0,2.1,RU,SS,3,3,0,4,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,10,10,8,5,4,0,6,6,4,2.0,2,2,2,1,1,1,1,3,3,3,3,2,2.0,2.0,2.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,RU,1
Glastrier,100,145,130,65,110,30,800.0,2.2,NU,SS,2,4,0,1,0,0,1,-3,0,0,0,0,0,0,4,0,0,0,0,1,15,15,12,9,7,3,8,8,7,4.0,4,2,2,2,1,1,1,4,4,4,4,2,2.0,2.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,80.0,0,NU,0
Spectrier,100,65,60,145,80,130,44.5,2.0,Uber,SS,6,2,0,2,0,2,1,8,0,0,1,0,0,0,4,0,0,0,0,0,6,6,3,2,2,0,6,5,4,1.0,4,4,4,4,3,1,0,4,4,4,4,3,1.0,1.0,1.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Uber,4
Calyrex-Ice,100,165,150,85,130,50,809.1,2.4,Uber,SS,6,6,0,2,0,0,2,-4,0,0,0,1,0,0,4,0,2,0,0,2,17,17,13,9,7,3,10,10,9,4.0,12,10,9,8,7,5,3,7,7,7,7,5,4.0,4.0,3.0,1.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Uber,4
Calyrex-Shadow,100,85,80,165,100,150,53.6,2.4,Uber,SS,6,0,2,2,0,2,2,6,0,0,1,1,0,0,4,0,2,0,0,2,8,8,4,2,2,0,7,6,6,1.0,12,12,11,10,9,5,2,7,7,7,7,6,3.0,3.0,3.0,1.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Uber,4
